,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel,SMILES
127,Z1835999188,3114,Done,167.02,-10.8308,glide-grid_6eti,,,-10.8308,-1.29789,,,,,,,,,,,,,1.0,,,-10.8308,-45.6746,-11.5569,-57.2315,10.3929,-91.5701,CC(=O)N1C[C@@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(NC(=O)C2CC2)cc1
128,Z914353422,6324,Done,130.36,-10.8296,glide-grid_6eti,,,-10.8296,-1.25949,,,,,,,,,,,,,1.0,,,-10.8296,-47.1134,-5.67167,-52.7851,3.89845,-79.8632,NC(=O)NC[C@H]1CCCN(C(=O)NCc2ccccc2Oc2ccccc2)C1
129,Z729355916,10059,Done,51.43,-10.8287,glide-grid_6eti,,,-10.8287,-1.09346,,,,,,,,,,,,,1.0,,,-10.8287,-37.6169,-6.18875,-43.8056,8.28247,-65.5704,NC(=O)c1cn(CC(=O)N2CCC[C@@H]2c2ccc(F)cc2)c2ccccc12
130,Z1548638942,10877,Done,36.01,-10.8265,glide-grid_6eti,,,-10.8265,-0.7,,,,,,,,,,,,,1.0,,,-10.8265,-39.6758,-3.43555,-43.1113,4.49447,-61.4885,Cc1n[nH]c(C)c1[C@H](C)CC(=O)N1CCc2c(F)ccc(F)c2C1
134,Z1583835705,17939,Done,69.81,-10.8215,glide-grid_6eti,,,-10.8215,0.0,,,,,,,,,,,,,1.0,,,-10.8215,-47.6644,-1.5124,-49.1768,0.6713,-76.0473,O=C(N[C@@H]1CCO[C@H]1c1ccc(Cl)c(F)c1)[C@@H]1C[C@H]1c1c(F)cccc1F
135,Z1612525453,14019,Done,34.5,-10.8181,glide-grid_6eti,,,-10.8181,-0.7,,,,,,,,,,,,,1.0,,,-10.8181,-40.019,-2.68932,-42.7083,3.73132,-59.5504,Cc1cccc2c(CCN3C(=O)[C@H]4C[C@H]5CCCC[C@H]5N4C3=O)c[nH]c12
137,Z558621020,15808,Done,169.19,-10.8099,glide-grid_6eti,,,-10.8099,-0.7,,,,,,,,,,,,,1.0,,,-10.8099,-50.7738,-4.6474,-55.4211,9.30606,-77.2074,COc1cc(CNC(=O)N2CCC[C@H]2Cc2ccccc2)ccc1OCC(N)=O
139,Z1684581074,8221,Done,57.07,-10.8029,glide-grid_6eti,,,-10.8029,-0.7,,,,,,,,,,,,,1.0,,,-10.8029,-49.2799,-2.59067,-51.8706,3.19243,-78.6508,C[C@]1(c2cccc(-c3noc([C@H]4C[C@H]4c4ccc(F)cc4)n3)c2)NC(=O)NC1=O
140,Z1626047540,11978,Done,137.74,-10.8008,glide-grid_6eti,,,-10.8008,-0.232643,,,,,,,,,,,,,1.0,,,-10.8008,-56.8779,-3.06851,-59.9464,7.02381,-92.4134,NC(=O)c1cc(NC(=O)N2CCCCC[C@@H]2c2noc(-c3ccccc3)n2)ccc1F
141,Z2231968645,12588,Done,80.96,-10.7981,glide-grid_6eti,,,-10.7981,-0.7,,,,,,,,,,,,,1.0,,,-10.7981,-41.8833,-4.84463,-46.7279,5.54938,-69.6917,O=C(NC[C@H]1C[C@@H]1c1ccccc1)[C@@H]1CC(=O)N(c2ccccc2)C1
143,Z1656153286,6522,Done,84.02,-10.7901,glide-grid_6eti,,,-10.7901,0.0,,,,,,,,,,,,,1.0,,,-10.7901,-48.6318,-1.79732,-50.4291,7.02821,-65.407,O=C(Cc1cccc(F)c1)NCC(=O)N1CCNC(=O)[C@@H]1c1ccccc1F
145,Z1085671552,17322,Done,102.9,-10.7793,glide-grid_6eti,,,-10.7793,-0.7,,,,,,,,,,,,,1.0,,,-10.7793,-41.4732,-7.92121,-49.3945,11.5907,-71.3436,C[C@@H](NC(=O)[C@@H]1CCCN1C(=O)Cc1ccccc1)c1cccc(O)c1
146,Z649125804,20196,Done,83.17,-10.7776,glide-grid_6eti,,,-10.7776,-0.751533,,,,,,,,,,,,,1.0,,,-10.7776,-51.4208,-5.60536,-57.0261,2.44264,-92.1452,C[C@H](NC(=O)c1c[nH]nc1-c1ccc(Cl)cc1)c1cccc(NS(C)(=O)=O)c1
147,Z942427168,2498,Done,83.06,-10.7759,glide-grid_6eti,,,-10.7759,-0.359869,,,,,,,,,,,,,1.0,,,-10.7759,-48.6124,-5.8734,-54.4858,5.6763,-85.8492,C[C@@H](C(=O)NCc1ccc(C(=O)N2CCOCC2)cc1)N1CCc2ccccc21
148,Z1764865366,16449,Done,143.36,-10.77,glide-grid_6eti,,,-10.77,-1.33,,,,,,,,,,,,,1.0,,,-10.77,-38.9936,-6.64891,-45.6425,11.4626,-66.4431,C[C@H](CCNC(=O)N1CC(C(C)(C)O)C1)c1cccc(C(F)(F)F)c1
149,Z737131670,14760,Done,87.0,-10.7672,glide-grid_6eti,,,-10.7672,0.0,,,,,,,,,,,,,1.0,,,-10.7672,-57.1889,-3.41416,-60.6031,2.24538,-101.855,Cc1ccc(-c2cc(C(=O)NCc3nncn3-c3ccccc3)c3c(C)noc3n2)cc1
150,Z4408190292,13196,Done,58.67,-10.7629,glide-grid_6eti,,,-10.7629,-1.18216,,,,,,,,,,,,,1.0,,,-10.7629,-38.6141,-8.14168,-46.7558,0.0,-72.6979,C[C@H](C(=O)NS(C)(=O)=O)c1ccc(-c2ccc(O)c(F)c2)c(F)c1
151,Z1656849812,11991,Done,101.29,-10.7605,glide-grid_6eti,,,-10.7605,-0.340929,,,,,,,,,,,,,1.0,,,-10.7605,-56.6129,-1.89214,-58.505,2.08503,-96.6331,O=C(NCc1ccc(C(=O)N2CCc3c(nc[nH]c3=O)C2)cc1)OCc1ccccc1
152,Z1000361640,15113,Done,112.46,-10.7568,glide-grid_6eti,,,-10.7568,0.0,,,,,,,,,,,,,1.0,,,-10.7568,-56.1034,-5.02402,-61.1274,8.71976,-96.0427,Cn1c(=O)[nH]c(=O)c2[nH]c(CCC(=O)N3CCC(C(=O)Nc4cccc(F)c4)CC3)nc21
154,Z1250346367,1434,Done,70.76,-10.7464,glide-grid_6eti,,,-10.7464,-0.7,,,,,,,,,,,,,1.0,,,-10.7464,-46.8019,-5.00315,-51.8051,8.72229,-78.228,NC(=O)C1CCN(c2ccccc2NC(=O)[C@@H]2Cc3cc(F)ccc3O2)CC1
155,Z2143891257,5729,Done,72.67,-10.7407,glide-grid_6eti,,,-10.7407,0.0,,,,,,,,,,,,,1.0,,,-10.7407,-54.7776,0.170314,-54.6072,4.96183,-74.1466,O=C(c1cc(N2CCNC2=O)ccc1F)N1CCCN(c2ccccc2Cl)CC1
156,Z2956088287,5805,Done,68.94,-10.7406,glide-grid_6eti,,,-10.7406,-0.7,,,,,,,,,,,,,1.0,,,-10.7406,-46.0051,-4.53188,-50.5369,3.68082,-74.0228,C[C@H]1CC[C@@H](O)CN1C(=O)Nc1c(-c2ccccc2)[nH]c2ccccc12
157,Z728659410,11745,Done,129.64,-10.7382,glide-grid_6eti,,,-10.7382,-0.96,,,,,,,,,,,,,1.0,,,-10.7382,-46.4224,-6.28773,-52.7101,2.69481,-77.5604,O=C(NCc1ccc(F)cc1)C1CCN(C(=O)C2(O)CCCC2)CC1
158,Z1417731774,4095,Done,60.55,-10.7375,glide-grid_6eti,,,-10.7375,0.0,,,,,,,,,,,,,1.0,,,-10.7375,-40.8738,-8.49024,-49.364,3.47792,-75.0633,C[C@H](c1ccccc1)n1ccc(NC(=O)c2[nH]nc3c2CCCC3)n1
159,Z806266460,11739,Done,80.38,-10.7366,glide-grid_6eti,,,-10.7366,-0.7,,,,,,,,,,,,,1.0,,,-10.7366,-52.2801,-6.09227,-58.3723,3.43316,-93.5953,O=C(NCCN1CCS(=O)(=O)CC1)[C@H]1CC(=O)N(c2ccc3c(c2)Cc2ccccc2-3)C1
160,Z2699921681,11461,Done,87.69,-10.7361,glide-grid_6eti,,,-10.7361,-1.07406,,,,,,,,,,,,,1.0,,,-10.7361,-46.7076,-6.15766,-52.8653,1.37464,-83.3523,Cn1c(=O)oc2ccc(CNC(=O)NC[C@H]3C[C@@H]3c3ccccc3)cc21
161,Z1497860092,14671,Done,58.12,-10.7359,glide-grid_6eti,,,-10.7359,-0.7,,,,,,,,,,,,,1.0,,,-10.7359,-40.3519,-3.13608,-43.488,2.04383,-66.2492,C[C@H](CNC(=O)c1cccc2[nH]c(=O)oc12)c1cccc(F)c1
162,Z2215963175,2330,Done,96.25,-10.7274,glide-grid_6eti,,,-10.7274,-0.7,,,,,,,,,,,,,1.0,,,-10.7274,-44.9439,-4.67023,-49.6141,3.14271,-79.2686,OC[C@H]1CN(Cc2nc(-c3cccc(C(F)(F)F)c3)no2)c2ccccc21
163,Z815838750,733,Done,114.17,-10.7226,glide-grid_6eti,,,-10.7226,-0.296288,,,,,,,,,,,,,1.0,,,-10.7226,-48.1128,-4.49101,-52.6038,6.00511,-87.1772,O=C(c1ccc(-n2ccc(C(F)(F)F)n2)cc1)N1CCC([C@@H](O)c2ccccc2)CC1
164,Z506939324,20828,Done,147.05,-10.7198,glide-grid_6eti,,,-10.7198,-0.63552,,,,,,,,,,,,,1.0,,,-10.7198,-44.7604,-2.61351,-47.3739,1.82303,-80.6245,O=C(NCc1cccc(NC(=O)C2CCC2)c1)N[C@H]1c2ccccc2C[C@H]1O
166,Z1499018470,9930,Done,61.71,-10.7123,glide-grid_6eti,,,-10.7123,0.0,,,,,,,,,,,,,1.0,,,-10.7123,-48.9195,-2.53141,-51.4509,3.23615,-78.5603,Cc1ccc(NC(=O)c2ccc3[nH]c(=O)n(C)c3c2)cc1-c1ncco1
167,Z383298278,6295,Done,41.09,-10.7092,glide-grid_6eti,,,-10.7092,0.0,,,,,,,,,,,,,1.0,,,-10.7092,-44.8688,-5.71636,-50.5852,5.74032,-72.6524,O=C1CCCc2cc(C(=O)N3CCO[C@@H](c4ccc(F)cc4)C3)ccc2N1
169,Z1069648818,12541,Done,59.92,-10.7051,glide-grid_6eti,,,-10.7051,0.0,,,,,,,,,,,,,1.0,,,-10.7051,-49.8886,-0.602102,-50.4907,11.7865,-58.7372,Cc1noc2nc(-c3ccc(F)cc3)cc(C(=O)N3CCO[C@H](c4cccc(F)c4)C3)c12
171,Z509405782,17853,Done,42.62,-10.7022,glide-grid_6eti,,,-10.7022,0.0,,,,,,,,,,,,,1.0,,,-10.7022,-50.6609,-2.91358,-53.5745,4.24793,-81.0055,Cc1nc2c(cc1C(=O)N[C@H](C)c1ccc3c(c1)CCC(=O)N3)c(C)nn2C
172,Z4057124067,3771,Done,135.56,-10.7021,glide-grid_6eti,,,-10.7021,-0.7,,,,,,,,,,,,,1.0,,,-10.7021,-51.74,-4.89023,-56.6302,6.67308,-81.7804,CCc1ccc(-c2ccc(C(=O)N(CC(=O)NC)C[C@H]3CCN(S(C)(=O)=O)C3)o2)cc1
175,Z1507437198,16083,Done,78.6,-10.6976,glide-grid_6eti,,,-10.6976,-0.829585,,,,,,,,,,,,,1.0,,,-10.6976,-43.5751,-6.24397,-49.8191,2.98111,-69.4929,Cc1c([C@@H](NC(=O)NC2CCC(O)CC2)C(C)C)oc2ccccc12
176,Z826494548,11175,Done,190.55,-10.6929,glide-grid_6eti,,,-10.6929,-0.503865,,,,,,,,,,,,,1.0,,,-10.6929,-46.5273,-5.09703,-51.6244,4.01612,-86.1885,O=C(NCc1ccc(Oc2cccnc2)c(F)c1)NC[C@H](O)c1ccc(F)cc1
177,Z1303089142,16898,Done,108.27,-10.6901,glide-grid_6eti,,,-10.6901,0.0,,,,,,,,,,,,,1.0,,,-10.6901,-48.7698,-3.83819,-52.608,2.44969,-78.3702,Cc1ccc(-c2cc(C(=O)NC[C@@H]3CCC[C@@]34NC(=O)NC4=O)c3c(C)noc3n2)cc1
179,Z1753998310,2096,Done,73.94,-10.6835,glide-grid_6eti,,,-10.6835,0.0,,,,,,,,,,,,,1.0,,,-10.6835,-47.5651,-5.15612,-52.7212,8.26297,-72.8028,CCc1nnc([C@@H]2C[C@@H](O)CN2C(=O)Cc2coc3cc(C)c(C)cc23)o1
180,Z605409652,2444,Done,60.09,-10.6807,glide-grid_6eti,,,-10.6807,0.0,,,,,,,,,,,,,1.0,,,-10.6807,-49.0285,-7.27613,-56.3047,1.32611,-93.3242,O=C(NCc1nc2ccccc2[nH]1)[C@H]1CC(=O)N(c2ccc(Cl)cc2)C1
181,Z1390538617,15296,Done,123.16,-10.6766,glide-grid_6eti,,,-10.6766,0.0,,,,,,,,,,,,,1.0,,,-10.6766,-51.7,-4.41024,-56.1103,3.20028,-96.4391,C[C@@H](NC(=O)c1c[nH]nc1-c1ccccc1F)c1ccc(NC(=O)c2ccncc2)cc1
185,Z2800950200,13561,Done,82.54,-10.6649,glide-grid_6eti,,,-10.6649,-0.7,,,,,,,,,,,,,1.0,,,-10.6649,-31.9751,-4.411,-36.3861,4.70753,-46.77,O=C(NCC1(Cc2ccccc2)CCCCC1)[C@H]1C[C@H]1c1c[nH]cn1
187,Z1676106789,4786,Done,129.78,-10.6632,glide-grid_6eti,,,-10.6632,0.0,,,,,,,,,,,,,1.0,,,-10.6632,-44.4174,-5.25915,-49.6766,3.07372,-71.3075,CCO[C@@H]1C[C@H](NC(=O)c2cccc(NC(=O)c3cccnc3)c2)[C@@]12CCCO2
189,Z506897062,13305,Done,114.0,-10.6586,glide-grid_6eti,,,-10.6586,0.0,,,,,,,,,,,,,1.0,,,-10.6586,-56.3944,-2.17133,-58.5657,1.74763,-100.187,O=C(NC1CCN(c2ccc(C(F)(F)F)cn2)CC1)N1CC=C(c2c[nH]c3ncccc23)CC1
190,Z2090184902,4048,Done,70.19,-10.6582,glide-grid_6eti,,,-10.6582,-0.7,,,,,,,,,,,,,1.0,,,-10.6582,-34.962,-8.76613,-43.7281,4.83425,-67.9513,O=C(c1n[nH]c2ccc([N+](=O)[O-])cc12)N1CC[C@H](C(F)(F)F)[C@@H](CO)C1
192,Z2180950364,15439,Done,45.59,-10.6479,glide-grid_6eti,,,-10.6479,-0.7,,,,,,,,,,,,,1.0,,,-10.6479,-37.3669,-1.09236,-38.4593,6.32762,-56.6819,O=C(NC1[C@@H]2CC[C@H]1Cc1ccccc1C2)N[C@H]1CCc2[nH]cnc2C1
195,Z57747714,21394,Done,67.13,-10.6436,glide-grid_6eti,,,-10.6436,-0.7,,,,,,,,,,,,,1.0,,,-10.6436,-43.741,-3.50351,-47.2445,1.26155,-70.5237,CCCC(=O)Nc1nc2ccc(NC(=O)c3ccccc3F)cc2s1
196,Z2087861423,20384,Done,86.15,-10.6423,glide-grid_6eti,,,-10.6423,-0.7,,,,,,,,,,,,,1.0,,,-10.6423,-33.5285,-3.97005,-37.4985,10.4282,-57.0054,CNC(=O)c1cccc(C(=O)N2CCCC[C@H]2c2cc[nH]n2)c1
197,Z993687126,15110,Done,112.76,-10.6414,glide-grid_6eti,,,-10.6414,-0.656529,,,,,,,,,,,,,1.0,,,-10.6414,-52.2117,-2.60958,-54.8213,3.42973,-83.6106,Cc1cc(C)cc(C(=O)N2CCC[C@@H](C(=O)NCc3cccc([C@]4(C)NC(=O)NC4=O)c3)C2)c1
198,Z2232118042,11986,Done,32.42,-10.6392,glide-grid_6eti,,,-10.6392,-0.332095,,,,,,,,,,,,,1.0,,,-10.6392,-39.931,-3.3725,-43.3035,7.51251,-56.7724,Cc1nc2c(C(=O)N3CCc4ccccc4[C@@H]3c3ccccc3)ccnc2[nH]1
199,Z3686939621,20010,Done,125.87,-10.6357,glide-grid_6eti,,,-10.6357,-0.7,,,,,,,,,,,,,1.0,,,-10.6357,-52.1247,-5.49988,-57.6246,5.9088,-87.4288,CNC(=O)C[C@@H]1CN(C(=O)NCCc2ccc(OC)c3ccccc23)C[C@H]1O
202,Z1270414449,9886,Done,115.29,-10.6219,glide-grid_6eti,,,-10.6219,-0.7,,,,,,,,,,,,,1.0,,,-10.6219,-36.3313,-8.77393,-45.1052,11.4871,-61.8576,O=C(NC[C@H](O)CO)OCC1c2ccccc2-c2ccccc21
203,Z1596250341,2518,Done,107.94,-10.6205,glide-grid_6eti,,,-10.6205,-0.7,,,,,,,,,,,,,1.0,,,-10.6205,-40.3623,-7.2135,-47.5758,5.11244,-62.5966,CC[C@@H](CO)NC(=O)N[C@H]1CCCN(c2ccccc2Cl)C1=O
204,Z1609767441,4755,Done,61.38,-10.6187,glide-grid_6eti,,,-10.6187,0.0,,,,,,,,,,,,,1.0,,,-10.6187,-35.5956,-3.63959,-39.2352,10.1375,-65.6502,Cc1cc(C)cc(-n2nc(C(=O)N3CCCC[C@H]3c3cn[nH]c3)cc2C)c1
205,Z3063545424,2234,Done,122.5,-10.6166,glide-grid_6eti,,,-10.6166,-1.44,,,,,,,,,,,,,1.0,,,-10.6166,-35.5967,-5.03006,-40.6267,14.196,-52.2752,O=C([C@@H](O)C1(O)CCC1)N1CCC(Cc2cc(F)ccc2F)CC1
208,Z29210471,17293,Done,53.65,-10.6084,glide-grid_6eti,,,-10.6084,0.0,,,,,,,,,,,,,1.0,,,-10.6084,-46.7365,-3.70857,-50.4451,4.67144,-76.4887,C[C@@H]1CN(C(=O)CCCc2nc3ccccc3c(=O)[nH]2)Cc2ccccc21
210,Z2091762587,17580,Done,64.56,-10.6024,glide-grid_6eti,,,-10.6024,-0.539829,,,,,,,,,,,,,1.0,,,-10.6024,-41.3365,-5.03559,-46.3721,4.07576,-68.2065,O=C(c1ccc(-c2cnco2)cc1)N1CCC[C@@](O)(C(F)(F)F)CC1
211,Z1554585254,1949,Done,77.82,-10.6024,glide-grid_6eti,,,-10.6024,-0.0731537,,,,,,,,,,,,,1.0,,,-10.6024,-55.1612,-3.81047,-58.9716,2.90717,-81.4574,CN1C(=O)NC2(CCN(C(=O)Nc3cccc(C(=O)N4CCc5ccccc54)c3)CC2)C1=O
212,Z997491572,5543,Done,166.81,-10.5958,glide-grid_6eti,,,-10.5958,-0.130676,,,,,,,,,,,,,1.0,,,-10.5958,-58.0977,-2.81551,-60.9132,0.0,-100.409,CCC[C@@H](NC(=O)Cc1ccc(-n2cnnn2)cc1)C(=O)Nc1cccc(N2CCCC2)c1
213,Z3686860542,5179,Done,133.64,-10.5947,glide-grid_6eti,,,-10.5947,-0.857961,,,,,,,,,,,,,1.0,,,-10.5947,-42.5141,-7.27426,-49.7883,7.77485,-74.3843,NC(=O)C[C@H]1CN(C(=O)NCC2(c3cccc(Br)c3)CC2)C[C@@H]1O
216,Z2303594064,8745,Done,49.45,-10.5913,glide-grid_6eti,,,-10.5913,-0.696131,,,,,,,,,,,,,1.0,,,-10.5913,-38.2302,-6.33431,-44.5645,2.58597,-68.6921,O=C(c1cnc2ccccc2c1)N1CCC[C@@](O)(C(F)(F)F)CC1
220,Z454011218,1391,Done,77.2,-10.584,glide-grid_6eti,,,-10.584,0.0,,,,,,,,,,,,,1.0,,,-10.584,-46.2356,-4.98053,-51.2161,7.92817,-74.379,CCC(=O)Nc1ccc(NC(=O)C[C@H]2OC(=O)c3ccccc32)cc1
223,Z1928524207,9504,Done,72.89,-10.5775,glide-grid_6eti,,,-10.5775,-0.7,,,,,,,,,,,,,1.0,,,-10.5775,-42.0419,-3.97985,-46.0218,11.1307,-61.7445,O=C(c1cccc(-c2c(F)cccc2F)c1)N1CCC[C@H](O)C1
225,Z1536936827,6790,Done,68.55,-10.5642,glide-grid_6eti,,,-10.5642,-0.7,,,,,,,,,,,,,1.0,,,-10.5642,-28.3865,-2.90965,-31.2961,7.13941,-51.1388,C[C@@H](NC(=O)C1(c2ccc(F)cc2F)CCCC1)c1nc[nH]n1
226,Z2044357393,8300,Done,60.32,-10.5629,glide-grid_6eti,,,-10.5629,0.0,,,,,,,,,,,,,1.0,,,-10.5629,-37.4921,-5.84789,-43.34,13.8171,-58.8288,CCS(=O)(=O)c1ccc([C@@H](C)NC(=O)N2CCCc3cc(OC)ccc3C2)cc1
227,Z2269352627,3727,Done,115.39,-10.5582,glide-grid_6eti,,,-10.5582,0.0,,,,,,,,,,,,,1.0,,,-10.5582,-47.1836,-5.8591,-53.0427,6.42082,-72.766,COC[C@H]1CCN(C(=O)c2ccc(C(=O)NCc3cccc(C)c3)cc2)C1
228,Z1456519582,10821,Done,72.54,-10.5575,glide-grid_6eti,,,-10.5575,0.0,,,,,,,,,,,,,1.0,,,-10.5575,-51.6529,-2.29542,-53.9484,3.67259,-83.3969,O=C([C@H]1C[C@@H]1c1ccc2ccccc2c1)N1CCn2c(nnc2C2CCCC2)C1
229,Z2053543976,18611,Done,95.3,-10.5565,glide-grid_6eti,,,-10.5565,0.0,,,,,,,,,,,,,1.0,,,-10.5565,-46.0077,-6.33131,-52.339,9.58264,-73.1316,NC(=O)c1cc(NC(=O)N2CCOC[C@@H]2[C@@H]2CCCC[C@H]2O)ccc1F
230,Z2015432482,17387,Done,76.29,-10.5539,glide-grid_6eti,,,-10.5539,-0.209674,,,,,,,,,,,,,1.0,,,-10.5539,-44.8753,-5.34163,-50.2169,9.18485,-75.9769,CC(=O)N1CCc2cc(C(=O)NC[C@@H](O)c3cc(C)cc(C)c3)ccc21
232,Z1518637179,3909,Done,158.49,-10.5507,glide-grid_6eti,,,-10.5507,-0.633908,,,,,,,,,,,,,1.0,,,-10.5507,-49.8486,-4.01885,-53.8675,3.5792,-76.1353,COc1cccc(C[C@H](NC(=O)[C@@H]2CCCN(C(=O)N3CCCC3)C2)C2CC2)c1
233,Z2010859635,5551,Done,89.45,-10.5488,glide-grid_6eti,,,-10.5488,0.0,,,,,,,,,,,,,1.0,,,-10.5488,-53.542,-2.3495,-55.8915,4.20844,-93.1126,O=C(Nc1ccccc1)N1CC[C@H](Nc2nc(-c3cccnc3)nc3c2CCC3)C1
234,Z2440195693,6425,Done,79.41,-10.5465,glide-grid_6eti,,,-10.5465,-0.641401,,,,,,,,,,,,,1.0,,,-10.5465,-35.4949,-3.15232,-38.6473,14.2853,-54.9739,N[C@H](CNC(=O)C[C@@H](c1ccccc1)C(F)(F)F)c1ccccc1
235,Z367033994,18435,Done,102.78,-10.5391,glide-grid_6eti,,,-10.5391,0.0,,,,,,,,,,,,,1.0,,,-10.5391,-55.2413,-2.34917,-57.5905,2.09337,-88.6796,Cc1noc2nc(-c3ccco3)cc(C(=O)NCc3ccccc3Cn3cncn3)c12
236,Z641838178,13355,Done,41.44,-10.5384,glide-grid_6eti,,,-10.5384,0.0,,,,,,,,,,,,,1.0,,,-10.5384,-51.8021,-0.731035,-52.5332,4.82079,-80.9403,O=C(c1cnc2[nH]c(=O)[nH]c(=O)c2c1)N1Cc2ccccc2[C@@H](c2ccccc2)C1
238,Z1007507134,2448,Done,123.79,-10.5373,glide-grid_6eti,,,-10.5373,-0.7,,,,,,,,,,,,,1.0,,,-10.5373,-53.0724,-5.49011,-58.5625,2.99957,-90.8782,COc1ccc(-c2cc(C(=O)N3CCN(C(=O)c4cccc(O)c4)CC3)sc2C)cc1
239,Z2012462622,2445,Done,65.1,-10.5319,glide-grid_6eti,,,-10.5319,0.0,,,,,,,,,,,,,1.0,,,-10.5319,-50.8329,-6.11166,-56.9446,1.62819,-86.7895,Cc1cc(C(=O)N2CC[C@](F)(c3cccc(C(F)(F)F)c3)C2)nc2nc(O)[nH]c(=O)c12
241,Z2157916546,10997,Done,61.51,-10.5296,glide-grid_6eti,,,-10.5296,-0.7,,,,,,,,,,,,,1.0,,,-10.5296,-51.1347,-1.88299,-53.0177,1.97335,-70.9119,C[C@]1(c2cccc(-c3noc(CN4CCc5ccccc5C4=O)n3)c2)NC(=O)NC1=O
242,Z437055054,16694,Done,146.09,-10.5279,glide-grid_6eti,,,-10.5279,0.0,,,,,,,,,,,,,1.0,,,-10.5279,-54.5836,-0.7295,-55.3131,8.85959,-77.1534,O=C(N[C@@H](CN1CCCC1=O)c1ccccc1)[C@@H]1CCCN(C(=O)Cc2ccc(F)cc2)C1
243,Z1628147998,3484,Done,73.93,-10.5279,glide-grid_6eti,,,-10.5279,-0.565982,,,,,,,,,,,,,1.0,,,-10.5279,-36.7268,-9.99126,-46.7181,7.70763,-61.7448,Cc1ccc2c(c1)[C@@H](NC(=O)NC[C@H]1CC[C@@H](C(N)=O)O1)[C@@H](C)C2
245,Z2177543090,13625,Done,114.03,-10.5237,glide-grid_6eti,,,-10.5237,-0.7,,,,,,,,,,,,,1.0,,,-10.5237,-45.4904,-7.46917,-52.9595,1.66647,-88.0951,C[C@@H](NC(=O)c1ccc(Nc2ncccn2)cc1)[C@H](O)c1ccccc1
246,Z2005156965,19917,Done,68.96,-10.5198,glide-grid_6eti,,,-10.5198,-0.402056,,,,,,,,,,,,,1.0,,,-10.5198,-43.2734,-3.15285,-46.4262,1.08133,-71.3838,Cn1c(=O)[nH]c2ncc(-c3cccc(C(=O)NC4(C(F)F)CC4)c3)cc21
247,Z1082774768,19410,Done,61.11,-10.5191,glide-grid_6eti,,,-10.5191,-0.7,,,,,,,,,,,,,1.0,,,-10.5191,-50.4024,-4.4252,-54.8276,7.31391,-90.7181,C[C@@H](Nc1nc(-c2cccnc2)nc2c1CCC2)c1cccc(S(N)(=O)=O)c1
248,Z2027520028,12514,Done,91.92,-10.5174,glide-grid_6eti,,,-10.5174,-0.7,,,,,,,,,,,,,1.0,,,-10.5174,-45.2197,-0.23467,-45.4544,3.29105,-71.6512,Cc1c(NC(=O)c2cc(C(F)(F)F)n[nH]2)cccc1C(=O)N1CCOCC1
249,Z1005186888,4682,Done,111.68,-10.5142,glide-grid_6eti,,,-10.5142,-0.7,,,,,,,,,,,,,1.0,,,-10.5142,-45.9313,-7.08524,-53.0166,3.09385,-81.8489,O=C(c1ccc(-n2cnnc2)cc1)N1CCC([C@H](O)c2ccccc2)CC1
250,Z1501058244,17750,Done,140.79,-10.5121,glide-grid_6eti,,,-10.5121,0.0,,,,,,,,,,,,,1.0,,,-10.5121,-45.9269,0.48077,-45.4461,1.05023,-72.4565,Cc1ccc(-c2nn(Cc3ccccc3)cc2C(=O)N2CCC[C@](C)(CO)C2)cc1
251,Z1416599455,6408,Done,204.33,-10.5119,glide-grid_6eti,,,-10.5119,-0.670336,,,,,,,,,,,,,1.0,,,-10.5119,-37.6013,-5.82579,-43.4271,5.74522,-66.9197,C[C@@H](C[C@@H]1CCOC1)NC(=O)NCc1ccc(COCC(F)(F)F)cc1
252,Z2967622546,17637,Done,64.7,-10.5116,glide-grid_6eti,,,-10.5116,0.0,,,,,,,,,,,,,1.0,,,-10.5116,-44.8307,-5.51039,-50.3411,2.01661,-79.7824,COc1nn(C)cc1CNC(=O)N[C@@H](C)c1cccc2ccccc12
254,Z1554085882,713,Done,67.97,-10.5114,glide-grid_6eti,,,-10.5114,-0.836836,,,,,,,,,,,,,1.0,,,-10.5114,-38.6866,-3.57768,-42.2643,8.13496,-59.5915,CC(C)(C)c1nc(CCNC(=O)N[C@H]2c3ccccc3C[C@H]2O)cs1
255,Z1993675704,20821,Done,54.0,-10.5072,glide-grid_6eti,,,-10.5072,-0.7,,,,,,,,,,,,,1.0,,,-10.5072,-44.2308,-4.7568,-48.9876,2.75765,-74.3224,O=C(c1ccc(-c2ccccc2)cc1)N1C[C@H]2C[C@H]3C[C@H]2[C@H]1[C@H]3O
